+------------------+-------+
| Unigram          | Count |
| ('water', 'gotten')              |     1 |
| ('flood', 'signs')               |     1 |
| ('heading', 'ek')                |     1 |
| ('passable', 'moment')           |     1 |
| ('duntocher', 'road')            |     1 |
| ('forest', 'felled')             |     1 |
| ('whole', 'width')               |     1 |
| ('footpath', 'sea')              |     1 |
| ('hopefully', 'water')           |     1 |
| ('floods', 'like')               |     1 |
| ('badly', 'amaretto')            |     1 |
| ('basement', 'flooded')          |     1 |
| ('big', 'problem')               |     1 |
| ('properties', 'nearby')         |     1 |
| ('beside', 'property')           |     1 |
| ('nov', 'th')                    |     1 |
| ('bannock', 'burn')              |     1 |
| ('cycle', 'see')                 |     1 |
| ('ave', 'glasgow')               |     1 |
| ('helpful', 'council')           |     1 |
| ('ugi', 'burst')                 |     1 |
| ('bridge', 'flooded')            |     1 |
| ('worried', 'road')              |     1 |
| ('pushing', 'forward')           |     1 |
| ('marked', 'two')                |     1 |
| ('electrical', 'substation')     |     1 |
| ('laws', 'house')                |     1 |
| ('care', 'water')                |     1 |
| ('see', 'floods')                |     1 |
| ('gardens', 'kinnaird')          |     1 |
| ('day', 'entirely')              |     1 |
| ('toilet', 'shower')             |     1 |
| ('water', 'bridge')              |     1 |
| ('farm', 'land')                 |     1 |
| ('hippingstone', 'barrhead')     |     1 |
| ('side', 'starting')             |     1 |
| ('drain', 'nearby')              |     1 |
| ('bottom', 'hill')               |     1 |
| ('seawall', 'quay')              |     1 |
| ('flooded', 'quite')             |     1 |
| ('watercourses', 'meet')         |     1 |
| ('near', 'two')                  |     1 |
| ('worried', 'bridge')            |     1 |
| ('gryffe', 'broke')              |     1 |
| ('glen', 'crescent')             |     1 |
| ('flooded', 'road')              |     1 |
| ('river', 'deveron')             |     1 |
| ('curb', 'burn')                 |     1 |
| ('quickly', 'approximately')     |     1 |
| ('drainage', 'chanel')           |     1 |
| ('river', 'breaching')           |     1 |
| ('appears', 'continue')          |     1 |
| ('land', 'onto')                 |     1 |
| ('towards', 'ruthven')           |     1 |
| ('puddles', 'side')              |     1 |
| ('since', 'saturday')            |     1 |
| ('one', 'clever')                |     1 |
| ('dirty', 'probably')            |     1 |
| ('oudenarde', 'bridge')          |     1 |
| ('flooded', 'partially')         |     1 |
| ('ugie', 'burst')                |     1 |
| ('road', 'almost')               |     1 |
| ('start', 'flood')               |     1 |
| ('heavily', 'past')              |     1 |
| ('water', 'deeper')              |     1 |
| ('running', 'farmland')          |     1 |
| ('hours', 'come')                |     1 |
| ('flood', 'burnside')            |     1 |
| ('gyle', 'broadway')             |     1 |
| ('nice', 'cycle')                |     1 |
| ('places', 'whole')              |     1 |
| ('coming', 'water')              |     1 |
| ('water', 'gushing')             |     1 |
| ('beginning', 'flow')            |     1 |
| ('discuss', 'going')             |     1 |
| ('large', 'stream')              |     1 |
| ('whole', 'garden')              |     1 |
| ('selective', 'evacuations')     |     1 |
| ('overflow', 'pavement')         |     1 |
| ('view', 'water')                |     1 |
| ('top', 'car')                   |     1 |
| ('road', 'muirdykes')            |     1 |
| ('pub', 'quite')                 |     1 |
| ('carriageways', 'south')        |     1 |
| ('access', 'houses')             |     1 |
| ('seems', 'suffering')           |     1 |
| ('drivers', 'still')             |     1 |
| ('torrential', 'overnightpark')  |     1 |
| ('several', 'feet')              |     1 |
| ('december', 'january')          |     1 |
| ('properties', 'water')          |     1 |
| ('septic', 'tank')               |     1 |
| ('level', 'knees')               |     1 |
| ('hill', 'last')                 |     1 |
| ('road', 'theres')               |     1 |
| ('caused', 'vehicles')           |     1 |
| ('defense', 'side')              |     1 |
| ('runoff', 'flowing')            |     1 |
| ('approximately', 'inch')        |     1 |
| ('getting', 'deep')              |     1 |
| ('footpath', 'looks')            |     1 |
| ('burn', 'water')                |     1 |
| ('edinburgh', 'west')            |     1 |
| ('area', 'due')                  |     1 |
| ('road', 'concern')              |     1 |
| ('flooding', 'yokermill')        |     1 |
| ('road', 'milltimber')           |     1 |
| ('higher', 'levels')             |     1 |
| ('depth', 'approximately')       |     1 |
| ('affected', 'rain')             |     1 |
| ('attendance', 'diverting')      |     1 |
| ('route', 'whitecross')          |     1 |
| ('pipe', 'playing')              |     1 |
| ('bothwell', 'approx')           |     1 |
| ('blocked', 'due')               |     1 |
| ('barr', 'road')                 |     1 |
| ('morning', 'supplied')          |     1 |
| ('nearer', 'houses')             |     1 |
| ('levels', 'well')               |     1 |
| ('floor', 'garden')              |     1 |
| ('house', 'burn')                |     1 |
| ('picture', 'sewer')             |     1 |
| ('circa', 'mtrs')                |     1 |
| ('cars', 'sitting')              |     1 |
| ('melting', 'snow')              |     1 |
| ('high', 'house')                |     1 |
| ('burnbank', 'main')             |     1 |
| ('roads', 'blocked')             |     1 |
| ('substation', 'railways')       |     1 |
| ('covering', 'carrige')          |     1 |
| ('ladeside', 'lochranza')        |     1 |
| ('lived', 'property')            |     1 |
| ('water', 'approx')              |     1 |
| ('tay', 'moness')                |     1 |
| ('road', 'glen')                 |     1 |
| ('property', 'ankle')            |     1 |
| ('breached', 'bankbflooding')    |     1 |
| ('using', 'alternative')         |     1 |
| ('punto', 'smaller')             |     1 |
| ('husband', 'someone')           |     1 |
| ('river', 'tanar')               |     1 |
| ('edward', 'street')             |     1 |
| ('covering', 'entire')           |     1 |
| ('roads', 'flooding')            |     1 |
| ('seen', 'concerns')             |     1 |
| ('feet', 'wide')                 |     1 |
| ('vertical', 'lines')            |     1 |
| ('covering', 'enire')            |     1 |
| ('beneath', 'area')              |     1 |
| ('main', 'entrance')             |     1 |
| ('today', 'banks')               |     1 |
| ('take', 'care')                 |     1 |
| ('called', 'asda')               |     1 |
| ('meadows', 'car')               |     1 |
| ('property', 'cowden')           |     1 |
| ('day', 'council')               |     1 |
| ('birkenbog', 'cottages')        |     1 |
| ('places', 'approx')             |     1 |
| ('water', 'bend')                |     1 |
| ('possibly', 'collapsed')        |     1 |
| ('large', 'areas')               |     1 |
| ('school', 'also')               |     1 |
| ('please', 'dont')               |     1 |
| ('december', 'three')            |     1 |
| ('floor', 'boards')              |     1 |
| ('lanes', 'heading')             |     1 |
| ('people', 'drive')              |     1 |
| ('damage', 'cars')               |     1 |
| ('starting', 'go')               |     1 |
| ('breach', 'road')               |     1 |
| ('lane', 'road')                 |     1 |
| ('inverugie', 'ab')              |     1 |
| ('park', 'murray')               |     1 |
| ('ground', 'car')                |     1 |
| ('trough', 'street')             |     1 |
| ('worst', 'flood')               |     1 |
| ('road', 'end')                  |     1 |
| ('neighbour', 'across')          |     1 |
| ('halfway', 'front')             |     1 |
| ('rear', 'charlotte')            |     1 |
| ('deep', 'metres')               |     1 |
| ('funding', 'bank')              |     1 |
| ('street', 'lower')              |     1 |
| ('carriageways', 'appears')      |     1 |
| ('burn', 'beside')               |     1 |
| ('road', 'several')              |     1 |
| ('river', 'fields')              |     1 |
| ('threatening', 'west')          |     1 |
| ('road', 'overflow')             |     1 |
| ('deeper', 'foot')               |     1 |
| ('beyond', 'b')                  |     1 |
| ('north', 'west')                |     1 |
| ('road', 'baljaffry')            |     1 |
| ('without', 'added')             |     1 |
| ('difficulty', 'passing')        |     1 |
| ('boundary', 'area')             |     1 |
| ('ky', 'ag')                     |     1 |
| ('river', 'different')           |     1 |
| ('fish', 'flapping')             |     1 |
| ('mr', 'graemes')                |     1 |
| ('vehicle', 'cross')             |     1 |
| ('water', 'sure')                |     1 |
| ('flooded', 'ab')                |     1 |
| ('ab', 'nz')                     |     1 |
| ('flood', 'accrued')             |     1 |
| ('village', 'centre')            |     1 |
| ('flooded', 'probably')          |     1 |
| ('approximately', 'mm')          |     1 |
| ('water', 'course')              |     1 |
| ('covering', 'several')          |     1 |
| ('usual', 'excess')              |     1 |
| ('run', 'higher')                |     1 |
| ('avenue', 'caller')             |     1 |
| ('feet', 'away')                 |     1 |
| ('flooding', 'meter')            |     1 |
| ('deep', 'hard')                 |     1 |
| ('embankment', 'holding')        |     1 |
| ('ave', 'almond')                |     1 |
| ('rising', 'fast')               |     1 |
| ('football', 'club')             |     1 |
| ('blocked', 'increasing')        |     1 |
| ('live', 'opposite')             |     1 |
| ('dec', 'jan')                   |     1 |
| ('side', 'stepps')               |     1 |
| ('water', 'crosslee')            |     1 |
| ('tyre', 'deep')                 |     1 |
| ('way', 'flooded')               |     1 |
| ('access', 'cut')                |     1 |
| ('put', 'water')                 |     1 |
| ('family', 'cars')               |     1 |
| ('mother', 'laws')               |     1 |
| ('river', 'taken')               |     1 |
| ('serviced', 'septic')           |     1 |
| ('cross', 'time')                |     1 |
| ('council', 'advised')           |     1 |
| ('breach', 'upstream')           |     1 |
| ('lights', 'operation')          |     1 |
| ('beith', 'street')              |     1 |
| ('centre', 'suggest')            |     1 |
| ('cm', 'rising')                 |     1 |
| ('aberdeenshire', 'flooding')    |     1 |
| ('road', 'burn')                 |     1 |
| ('jan', 'flooding')              |     1 |
| ('one', 'time')                  |     1 |
| ('flood', 'coming')              |     1 |
| ('houses', 'roads')              |     1 |
| ('causing', 'floodling')         |     1 |
| ('runs', 'beneath')              |     1 |
| ('banks', 'lade')                |     1 |
| ('tomorrow', 'use')              |     1 |
| ('house', 'evacuated')           |     1 |
| ('loch', 'kinnord')              |     1 |
| ('full', 'dogs')                 |     1 |
| ('road', 'coming')               |     1 |
| ('fall', 'inches')               |     1 |
| ('threat', 'still')              |     1 |
| ('opposite', 'household')        |     1 |
| ('foot', 'cm')                   |     1 |
| ('issues', 'encroaching')        |     1 |
| ('high', 'street')               |     1 |
| ('manholes', 'blocked')          |     1 |
| ('lying', 'recorded')            |     1 |
| ('cadder', 'water')              |     1 |
| ('park', 'roseherty')            |     1 |
| ('roadworks', 'place')           |     1 |
| ('water', 'premises')            |     1 |
| ('problem', 'meeting')           |     1 |
| ('dark', 'unfamiliar')           |     1 |
| ('plant', 'beginning')           |     1 |
| ('temporary', 'traffic')         |     1 |
| ('cm', 'leeway')                 |     1 |
| ('pass', 'one')                  |     1 |
| ('bridge', 'sure')               |     1 |
| ('severe', 'high')               |     1 |
| ('flooded', 'main')              |     1 |
| ('earn', 'suffered')             |     1 |
| ('runn', 'fields')               |     1 |
| ('overflowing', 'bubbling')      |     1 |
| ('stockiemuir', 'road')          |     1 |
| ('leading', 'culter')            |     1 |
| ('exiting', 'motorway')          |     1 |
| ('harbour', 'waves')             |     1 |
| ('leeway', 'hits')               |     1 |
| ('toilets', 'get')               |     1 |
| ('various', 'points')            |     1 |
| ('bank', 'dirty')                |     1 |
| ('opposite', 'felled')           |     1 |
| ('away', 'houses')               |     1 |
| ('river', 'kelvin')              |     1 |
| ('level', 'causing')             |     1 |
| ('gathered', 'overnight')        |     1 |
| ('drains', 'possibly')           |     1 |
| ('mcnair', 'son')                |     1 |
| ('immediately', 'risk')          |     1 |
| ('continuous', 'stream')         |     1 |
| ('running', 'field')             |     1 |
| ('pouring', 'two')               |     1 |
| ('past', 'days')                 |     1 |
| ('taking', 'place')              |     1 |
| ('photo', 'troubled')            |     1 |
| ('signs', 'remedial')            |     1 |
| ('properties', 'mackie')         |     1 |
| ('stuck', 'water')               |     1 |
| ('velire', 'road')               |     1 |
| ('suggest', 'properties')        |     1 |
| ('overnightpark', 'side')        |     1 |
| ('hours', 'cars')                |     1 |
| ('throughout', 'day')            |     1 |
| ('bound', 'side')                |     1 |
| ('tooo', 'bad')                  |     1 |
| ('garden', 'approximately')      |     1 |
| ('road', 'approx')               |     1 |
| ('tay', 'burst')                 |     1 |
| ('covered', 'area')              |     1 |
| ('feet', 'drop')                 |     1 |
| ('collecting', 'large')          |     1 |
| ('banks', 'balnellan')           |     1 |
| ('centre', 'picture')            |     1 |
| ('due', 'rainfail')              |     1 |
| ('almost', 'impassible')         |     1 |
| ('private', 'property')          |     1 |
| ('reach', 'kirriemuir')          |     1 |
| ('nearby', 'watercourses')       |     1 |
| ('unknown', 'name')              |     1 |
| ('direction', 'possible')        |     1 |
| ('local', 'ciuncilor')           |     1 |
| ('flooding', 'start')            |     1 |
| ('road', 'feet')                 |     1 |
| ('road', 'thick')                |     1 |
| ('side', 'roadway')              |     1 |
| ('dirty', 'sewage')              |     1 |
| ('high', 'happened')             |     1 |
| ('water', 'use')                 |     1 |
| ('levels', 'continue')           |     1 |
| ('majority', 'south')            |     1 |
| ('poor', 'drain')                |     1 |
| ('location', 'surface')          |     1 |
| ('ab', 'ej')                     |     1 |
| ('spouting', 'mound')            |     1 |
| ('garden', 'ph')                 |     1 |
| ('road', 'order')                |     1 |
| ('opposite', 'properties')       |     1 |
| ('situation', 'worsens')         |     1 |
| ('closed', 'access')             |     1 |
| ('road', 'craigs')               |     1 |
| ('forest', 'owned')              |     1 |
| ('glen', 'gap')                  |     1 |
| ('rapidly', 'muddy')             |     1 |
| ('aswell', 'stay')               |     1 |
| ('langholm', 'still')            |     1 |
| ('works', 'leaf')                |     1 |
| ('suffered', 'flooding')         |     1 |
| ('onto', 'corsee')               |     1 |
| ('build', 'water')               |     1 |
| ('property', 'arising')          |     1 |
| ('water', 'draining')            |     1 |
| ('carmel', 'avenue')             |     1 |
| ('field', 'cars')                |     1 |
| ('clever', 'clogs')              |     1 |
| ('two', 'watercourses')          |     1 |
| ('dirty', 'cars')                |     1 |
| ('properties', 'next')           |     1 |
| ('across', 'rear')               |     1 |
| ('however', 'stretch')           |     1 |
| ('riverside', 'stirling')        |     1 |
| ('metres', 'along')              |     1 |
| ('high', 'spilling')             |     1 |
| ('due', 'blocked')               |     1 |
| ('throw', 'away')                |     1 |
| ('location', 'particulalry')     |     1 |
| ('property', 'flooded')          |     1 |
| ('debris', 'floating')           |     1 |
| ('tonight', 'going')             |     1 |
| ('falling', 'fast')              |     1 |
| ('sandbank', 'road')             |     1 |
| ('bend', 'road')                 |     1 |
| ('people', 'walking')            |     1 |
| ('section', 'road')              |     1 |
| ('cant', 'cope')                 |     1 |
| ('flooding', 'lane')             |     1 |
| ('area', 'roaring')              |     1 |
| ('teviot', 'half')               |     1 |
| ('harbour', 'water')             |     1 |
| ('usually', 'floods')            |     1 |
| ('recorded', 'area')             |     1 |
| ('ta', 'rear')                   |     1 |
| ('plus', 'water')                |     1 |
| ('cover', 'footpath')            |     1 |
| ('thick', 'snow')                |     1 |
| ('low', 'point')                 |     1 |
| ('field', 'parallel')            |     1 |
| ('carriageway', 'get')           |     1 |
| ('coming', 'round')              |     1 |
| ('callers', 'property')          |     1 |
| ('area', 'house')                |     1 |
| ('whether', 'run')               |     1 |
| ('fast', 'burst')                |     1 |
| ('houses', 'heavy')              |     1 |
| ('dirt', 'leaves')               |     1 |
| ('properties', 'bubbling')       |     1 |
| ('running', 'towards')           |     1 |
| ('threatening', 'roads')         |     1 |
| ('causing', 'severe')            |     1 |
| ('increasing', 'risk')           |     1 |
| ('pass', 'road')                 |     1 |
| ('go', 'park')                   |     1 |
| ('whitesands', 'car')            |     1 |
| ('rising', 'due')                |     1 |
| ('heard', 'colleague')           |     1 |
| ('dumbarton', 'road')            |     1 |
| ('bridge', 'barely')             |     1 |
| ('drain', 'flowing')             |     1 |
| ('running', 'water')             |     1 |
| ('take', 'alternative')          |     1 |
| ('left', 'rosehearty')           |     1 |
| ('overflowed', 'water')          |     1 |
| ('right', 'inundated')           |     1 |
| ('park', 'dalfaber')             |     1 |
| ('effecting', 'properties')      |     1 |
| ('imagine', 'road')              |     1 |
| ('three', 'foods')               |     1 |
| ('likelihood', 'surface')        |     1 |
| ('approx', 'long')               |     1 |
| ('across', 'wide')               |     1 |
| ('crescent', 'grill')            |     1 |
| ('estates', 'property')          |     1 |
| ('really', 'hope')               |     1 |
| ('pass', 'water')                |     1 |
| ('deveron', 'rising')            |     1 |
| ('expect', 'get')                |     1 |
| ('outside', 'lane')              |     1 |
| ('walkers', 'wheelchair')        |     1 |
| ('houses', 'rising')             |     1 |
| ('serious', 'problems')          |     1 |
| ('local', 'fields')              |     1 |
| ('flooding', 'covered')          |     1 |
| ('properties', 'flowing')        |     1 |
| ('graemes', 'field')             |     1 |
| ('instead', 'cross')             |     1 |
| ('overflowed', 'reaching')       |     1 |
| ('homes', 'gardens')             |     1 |
| ('newe', 'bridge')               |     1 |
| ('hope', 'increase')             |     1 |
| ('pressure', 'manhole')          |     1 |
| ('waves', 'crashing')            |     1 |
| ('various', 'locations')         |     1 |
| ('keppockhill', 'road')          |     1 |
| ('year', 'less')                 |     1 |
| ('lambhill', 'cemetary')         |     1 |
| ('looked', 'pretty')             |     1 |
| ('next', 'transport')            |     1 |
| ('dundee', 'harbour')            |     1 |
| ('flow', 'strong')               |     1 |
| ('property', 'forest')           |     1 |
| ('march', 'lambhill')            |     1 |
| ('meagle', 'burn')               |     1 |
| ('near', 'clyde')                |     1 |
| ('authorities', 'assess')        |     1 |
| ('roads', 'water')               |     1 |
| ('field', 'river')               |     1 |
| ('matter', 'addressed')          |     1 |
| ('full', 'silt')                 |     1 |
| ('water', 'sports')              |     1 |
| ('iris', 'smith')                |     1 |
| ('flowing', 'golf')              |     1 |
| ('colleague', 'one')             |     1 |
| ('onto', 'hard')                 |     1 |
| ('flooding', 'local')            |     1 |
| ('draining', 'road')             |     1 |
| ('risk', 'water')                |     1 |
| ('road', 'front')                |     1 |
| ('closed', 'motorway')           |     1 |
| ('beginning', 'break')           |     1 |
| ('eventually', 'rise')           |     1 |
| ('dunkeld', 'road')              |     1 |
| ('road', 'nearby')               |     1 |
| ('faithfully', 'david')          |     1 |
| ('site', 'since')                |     1 |
| ('house', 'pipe')                |     1 |
| ('coming', 'galloway')           |     1 |
| ('banks', 'flooded')             |     1 |
| ('east', 'farm')                 |     1 |
| ('acre', 'farm')                 |     1 |
| ('barrhead', 'fast')             |     1 |
| ('milltimber', 'completely')     |     1 |
| ('bridge', 'older')              |     1 |
| ('footpath', 'right')            |     1 |
| ('car', 'parts')                 |     1 |
| ('reason', 'call')               |     1 |
| ('bridge', 'old')                |     1 |
| ('bank', 'clyde')                |     1 |
| ('mannering', 'court')           |     1 |
| ('time', 'access')               |     1 |
| ('old', 'due')                   |     1 |
| ('mound', 'insufficient')        |     1 |
| ('lane', 'foot')                 |     1 |
| ('level', 'eventually')          |     1 |
| ('someone', 'get')               |     1 |
| ('park', 'view')                 |     1 |
| ('possibly', 'causing')          |     1 |
| ('acres', 'water')               |     1 |
| ('yds', 'river')                 |     1 |
| ('drive', 'slowly')              |     1 |
| ('callers', 'house')             |     1 |
| ('kilcreggan', 'deep')           |     1 |
| ('probably', 'inches')           |     1 |
| ('direction', 'shortly')         |     1 |
| ('bubbling', 'water')            |     1 |
| ('hills', 'burn')                |     1 |
| ('lesiure', 'centre')            |     1 |
| ('burn', 'local')                |     1 |
| ('roots', 'bridge')              |     1 |
| ('site', 'causing')              |     1 |
| ('lack', 'warning')              |     1 |
| ('water', 'high')                |     1 |
| ('leading', 'risk')              |     1 |
| ('brambles', 'whitehill')        |     1 |
| ('south', 'gyle')                |     1 |
| ('speyside', 'leisure')          |     1 |
| ('little', 'wooded')             |     1 |
| ('tank', 'water')                |     1 |
| ('traffic', 'unaware')           |     1 |
| ('howe', 'view')                 |     1 |
| ('pouring', 'fields')            |     1 |
| ('levels', 'th')                 |     1 |
| ('road', 'streets')              |     1 |
| ('causing', 'deep')              |     1 |
| ('deep', 'preresent')            |     1 |
| ('river', 'ythan')               |     1 |
| ('drive', 'opposite')            |     1 |
| ('high', 'rain')                 |     1 |
| ('yards', 'properties')          |     1 |
| ('likely', 'close')              |     1 |
| ('step', 'level')                |     1 |
| ('properties', 'high')           |     1 |
| ('flooded', 'locations')         |     1 |
| ('level', 'half')                |     1 |
| ('flood', 'pm')                  |     1 |
| ('stuck', 'hope')                |     1 |
| ('known', 'ladyleys')            |     1 |
| ('flow', 'field')                |     1 |
| ('ive', 'gone')                  |     1 |
| ('already', 'happening')         |     1 |
| ('gardens', 'receiving')         |     1 |
| ('caron', 'burst')               |     1 |
| ('course', 'day')                |     1 |
| ('inundated', 'dighty')          |     1 |
| ('get', 'overall')               |     1 |
| ('north', 'mains')               |     1 |
| ('urie', 'cottage')              |     1 |
| ('paisley', 'impassable')        |     1 |
| ('line', 'busy')                 |     1 |
| ('knee', 'high')                 |     1 |
| ('laxford', 'road')              |     1 |
| ('northbound', 'side')           |     1 |
| ('water', 'ponding')             |     1 |
| ('makeing', 'driving')           |     1 |
| ('normally', 'flow')             |     1 |
| ('reaching', 'doors')            |     1 |
| ('dirt', 'expected')             |     1 |
| ('quickly', 'one')               |     1 |
| ('domestic', 'properties')       |     1 |
| ('using', 'verge')               |     1 |
| ('helped', 'build')              |     1 |
| ('also', 'effecting')            |     1 |
| ('hill', 'full')                 |     1 |
| ('cottage', 'streaming')         |     1 |
| ('liklely', 'due')               |     1 |
| ('black', 'water')               |     1 |
| ('affect', 'traffic')            |     1 |
| ('ph', 'ap')                     |     1 |
| ('receding', 'rising')           |     1 |
| ('long', 'reach')                |     1 |
| ('roundabout', 'st')             |     1 |
| ('cause', 'mayhem')              |     1 |
| ('higher', 'fields')             |     1 |
| ('entering', 'front')            |     1 |
| ('carpark', 'carriageway')       |     1 |
| ('floodling', 'area')            |     1 |
| ('levels', 'appear')             |     1 |
| ('including', 'damage')          |     1 |
| ('j', 'hazardous')               |     1 |
| ('footpath', 'goes')             |     1 |
| ('clearing', 'unable')           |     1 |
| ('site', 'speyside')             |     1 |
| ('pooling', 'bridge')            |     1 |
| ('water', 'causing')             |     1 |
| ('passed', 'beyond')             |     1 |
| ('broke', 'thru')                |     1 |
| ('possil', 'road')               |     1 |
| ('across', 'fields')             |     1 |
| ('ytan', 'burst')                |     1 |
| ('rain', 'coupled')              |     1 |
| ('onto', 'property')             |     1 |
| ('covered', 'whole')             |     1 |
| ('due', 'rainfall')              |     1 |
| ('holding', 'banks')             |     1 |
| ('contained', 'hard')            |     1 |
| ('side', 'sealsbridge')          |     1 |
| ('entire', 'basement')           |     1 |
| ('coming', 'white')              |     1 |
| ('park', 'usually')              |     1 |
| ('burn', 'started')              |     1 |
| ('rood', 'flooded')              |     1 |
| ('road', 'abotu')                |     1 |
| ('fields', 'extending')          |     1 |
| ('road', 'petrol')               |     1 |
| ('area', 'property')             |     1 |
| ('impassable', 'dirty')          |     1 |
| ('burn', 'posiible')             |     1 |
| ('flooding', 'passes')           |     1 |
| ('runs', 'along')                |     1 |
| ('rain', 'flooded')              |     1 |
| ('roundabout', 'near')           |     1 |
| ('road', 'kennedy')              |     1 |
| ('drivers', 'might')             |     1 |
| ('location', 'traffic')          |     1 |
| ('walls', 'gullies')             |     1 |
| ('floor', 'level')               |     1 |
| ('towards', 'water')             |     1 |
| ('staff', 'site')                |     1 |
| ('downstream', 'road')           |     1 |
| ('west', 'gr')                   |     1 |
| ('inverness', 'courier')         |     1 |
| ('may', 'travelling')            |     1 |
| ('run', 'drainage')              |     1 |
| ('sure', 'road')                 |     1 |
| ('pearsie', 'road')              |     1 |
| ('meeting', 'held')              |     1 |
| ('runs', 'grampian')             |     1 |
| ('heads', 'towards')             |     1 |
| ('advised', 'road')              |     1 |
| ('level', 'back')                |     1 |
| ('inverness', 'hiding')          |     1 |
| ('water', 'spouting')            |     1 |
| ('moving', 'slowly')             |     1 |
| ('banks', 'likely')              |     1 |
| ('clear', 'water')               |     1 |
| ('floods', 'morning')            |     1 |
| ('burn', 'maryburgh')            |     1 |
| ('attendance', 'torrential')     |     1 |
| ('den', 'river')                 |     1 |
| ('flood', 'banking')             |     1 |
| ('flooding', 'ferry')            |     1 |
| ('away', 'flooding')             |     1 |
| ('continuing', 'rise')           |     1 |
| ('care', 'really')               |     1 |
| ('road', 'continues')            |     1 |
| ('slowly', 'forward')            |     1 |
| ('burn', 'inches')               |     1 |
| ('slight', 'trickle')            |     1 |
| ('passability', 'water')         |     1 |
| ('grandholm', 'area')            |     1 |
| ('rd', 'along')                  |     1 |
| ('away', 'amount')               |     1 |
| ('barely', 'visible')            |     1 |
| ('noticed', 'flooding')          |     1 |
| ('signs', 'slow')                |     1 |
| ('dim', 'location')              |     1 |
| ('behind', 'properties')         |     1 |
| ('trough', 'water')              |     1 |
| ('flow', 'large')                |     1 |
| ('flooding', 'second')           |     1 |
| ('anymore', 'water')             |     1 |
| ('permanent', 'solution')        |     1 |
| ('cruden', 'water')              |     1 |
| ('flood', 'barrier')             |     1 |
| ('portsoy', 'road')              |     1 |
| ('drains', 'backing')            |     1 |
| ('west', 'huntingtower')         |     1 |
| ('hard', 'drive')                |     1 |
| ('work', 'lorries')              |     1 |
| ('road', 'dangerous')            |     1 |
| ('north', 'branxholme')          |     1 |
| ('covers', 'area')               |     1 |
| ('flooding', 'pow')              |     1 |
| ('pavement', 'flooded')          |     1 |
| ('endrick', 'burn')              |     1 |
| ('beltie', 'burn')               |     1 |
| ('banking', 'filling')           |     1 |
| ('road', 'outside')              |     1 |
| ('high', 'tunnel')               |     1 |
| ('overflowing', 'onto')          |     1 |
| ('bridge', 'appears')            |     1 |
| ('paisley', 'pa')                |     1 |
| ('houses', 'howe')               |     1 |
| ('repairs', 'river')             |     1 |
| ('street', 'duke')               |     1 |
| ('almost', 'completely')         |     1 |
| ('street', 'completely')         |     1 |
| ('placing', 'tractor')           |     1 |
| ('formed', 'tarland')            |     1 |
| ('elder', 'cottage')             |     1 |
| ('large', 'amounts')             |     1 |
| ('abyj', 'nature')               |     1 |
| ('starley', 'burn')              |     1 |
| ('last', 'years')                |     1 |
| ('foot', 'high')                 |     1 |
| ('forming', 'passable')          |     1 |
| ('banks', 'inverurie')           |     1 |
| ('river', 'portsoy')             |     1 |
| ('flooding', 'running')          |     1 |
| ('whitecross', 'brown')          |     1 |
| ('fast', 'nearly')               |     1 |
| ('might', 'helped')              |     1 |
| ('shortly', 'one')               |     1 |
| ('road', 'old')                  |     1 |
| ('quickly', 'currently')         |     1 |
| ('fortunate', 'come')            |     1 |
| ('flooding', 'acres')            |     1 |
| ('police', 'helpful')            |     1 |
| ('usual', 'flooding')            |     1 |
| ('bridge', 'weir')               |     1 |
| ('report', 'flood')              |     1 |
| ('stuck', 'small')               |     1 |
| ('gotten', 'properties')         |     1 |
| ('tayside', 'place')             |     1 |
| ('landfill', 'site')             |     1 |
| ('source', 'blocked')            |     1 |
| ('rosehearty', 'bottom')         |     1 |
| ('fast', 'dirty')                |     1 |
| ('water', 'receding')            |     1 |
| ('populated', 'drains')          |     1 |
| ('fields', 'birkenbog')          |     1 |
| ('etc', 'blocked')               |     1 |
| ('rising', 'grounds')            |     1 |
| ('ingress', 'property')          |     1 |
| ('adjacent', 'part')             |     1 |
| ('montior', 'throughout')        |     1 |
| ('reemerges', 'later')           |     1 |
| ('tanar', 'close')               |     1 |
| ('water', 'pumps')               |     1 |
| ('high', 'branches')             |     1 |
| ('traffic', 'cones')             |     1 |
| ('new', 'mill')                  |     1 |
| ('night', 'flood')               |     1 |
| ('across', 'millside')           |     1 |
| ('effecting', 'private')         |     1 |
| ('go', 'one')                    |     1 |
| ('risen', 'flood')               |     1 |
| ('burn', 'heads')                |     1 |
| ('properties', 'marshall')       |     1 |
| ('doctors', 'practice')          |     1 |
| ('slip', 'roads')                |     1 |
| ('usually', 'happen')            |     1 |
| ('burnside', 'road')             |     1 |
| ('watercourse', 'blocked')       |     1 |
| ('ruin', 'stonework')            |     1 |
| ('warning', 'leading')           |     1 |
| ('diverting', 'water')           |     1 |
| ('murray', 'place')              |     1 |
| ('cm', 'consisting')             |     1 |
| ('west', 'barns')                |     1 |
| ('silt', 'running')              |     1 |
| ('steps', 'boutique')            |     1 |
| ('dark', 'aswell')               |     1 |
| ('im', 'sure')                   |     1 |
| ('flood', 'banks')               |     1 |
| ('stay', 'safe')                 |     1 |
| ('water', 'colvert')             |     1 |
| ('fiels', 'opposite')            |     1 |
| ('road', 'taking')               |     1 |
| ('family', 'nice')               |     1 |
